trial,gen,CR,Faith,AR,W-Score,bm25_k,vec_k,rrf_k,rerank_k,thresh,fk,reranker,reranker_type,fusion,alpha,mode,adapt_thresh
1051,38,0.7695,0.9136,0.8590,2.8107,279,209,72,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.232
1052,38,0.8505,0.9334,0.8784,2.9368,197,193,99,14,0.0641,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.78,adaptive,0.238
1053,38,0.8287,0.9396,0.8681,2.9112,358,72,98,17,0.0407,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.31,adaptive,0.050
1054,38,0.8427,0.9608,0.8859,2.9701,358,275,80,14,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.177
1055,38,0.8411,0.9305,0.8790,2.9246,163,169,51,14,0.1337,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.84,adaptive,0.151
1056,38,0.8431,0.9609,0.8839,2.9684,468,219,280,11,0.0680,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.40,fixed,0.175
1057,38,0.8037,0.9294,0.8637,2.8691,184,52,85,10,0.2066,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,fixed,0.151
1058,38,0.8440,0.9608,0.8859,2.9715,116,183,99,14,0.0091,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.76,fixed,0.250
1059,38,0.7908,0.8898,0.8685,2.8139,101,71,64,24,0.0139,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.183
1060,38,0.8420,0.9083,0.8592,2.8771,334,290,51,12,0.2294,6,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.84,fixed,0.244
1061,38,0.8385,0.9413,0.8817,2.9379,500,294,80,49,0.0451,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.32,fixed,0.050
1062,38,0.8343,0.9337,0.8724,2.9144,410,83,120,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.17,adaptive,0.118
1063,38,0.8355,0.9191,0.8839,2.9108,184,295,193,27,0.0163,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.16,adaptive,0.061
1064,39,0.8444,0.9379,0.8821,2.9401,500,45,98,39,0.1473,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.69,adaptive,0.165
1065,39,0.8312,0.9275,0.8802,2.9124,356,101,207,20,0.0476,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.16,adaptive,0.122
1066,39,0.8443,0.9603,0.8839,2.9689,500,51,165,22,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.050
1067,39,0.8317,0.8782,0.8633,2.8352,163,169,197,14,0.1509,9,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.39,adaptive,0.151
1068,39,0.8426,0.9342,0.8793,2.9309,468,193,131,15,0.0279,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.074
1069,39,0.8122,0.9402,0.8650,2.8919,18,264,78,11,0.0568,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,adaptive,0.223
1070,39,0.8314,0.9379,0.8708,2.9146,116,48,128,41,0.0402,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.46,fixed,0.177
1071,39,0.8502,0.9481,0.8708,2.9458,500,114,160,10,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.69,fixed,0.177
1072,39,0.8464,0.9329,0.8814,2.9355,500,77,246,14,0.1492,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.050
1073,39,0.8461,0.9077,0.8644,2.8862,101,146,51,27,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.84,adaptive,0.061
1074,39,0.8454,0.9370,0.8813,2.9392,69,141,296,24,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,fixed,0.147
1075,39,0.8447,0.9536,0.8822,2.9594,69,174,222,39,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.165
1076,39,0.8440,0.9608,0.8859,2.9715,188,183,243,14,0.1155,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.151
1077,39,0.8408,0.9415,0.8819,2.9407,500,153,65,29,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.53,adaptive,0.050
1078,39,0.8448,0.9521,0.8818,2.9572,500,51,72,24,0.1597,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.40,adaptive,0.165
1079,39,0.8326,0.8985,0.8663,2.8637,472,83,38,14,0.0716,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.28,adaptive,0.130
1080,39,0.8435,0.9602,0.8852,2.9694,411,72,98,16,0.1046,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.183
1081,39,0.8393,0.9108,0.8587,2.8769,10,51,93,24,0.1306,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.057
1082,39,0.8407,0.9539,0.8838,2.9576,238,101,197,39,0.0642,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.061
1083,39,0.8366,0.9345,0.8721,2.9173,163,169,236,10,0.0319,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.39,adaptive,0.151
1084,39,0.7647,0.9122,0.8616,2.8071,358,82,257,14,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.69,adaptive,0.244
1085,39,0.8310,0.8976,0.8773,2.8731,500,169,98,11,0.1728,3,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.80,adaptive,0.118
1086,39,0.8330,0.9068,0.8699,2.8779,184,108,72,10,0.0642,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.057
1087,39,0.8410,0.9257,0.8871,2.9276,184,250,72,14,0.1537,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.130
1088,39,0.8461,0.9276,0.8644,2.9101,88,239,207,20,0.1560,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,fixed,0.151
1089,39,0.7637,0.9135,0.8631,2.8093,191,169,233,20,0.1624,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.239
1090,39,0.8492,0.9198,0.8743,2.9147,334,128,234,14,0.0224,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.151
1091,39,0.8450,0.9269,0.8690,2.9131,247,72,98,14,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.73,fixed,0.090
1092,40,0.8488,0.9190,0.8689,2.9074,116,48,99,12,0.0615,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.29,fixed,0.080
1093,40,0.8358,0.9286,0.8741,2.9116,500,166,98,22,0.1461,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.11,adaptive,0.130
1094,40,0.8226,0.8956,0.8687,2.8529,411,72,98,24,0.1439,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.47,adaptive,0.050
1095,40,0.8439,0.9336,0.8826,2.9350,254,83,31,14,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.130
1096,40,0.8311,0.9420,0.8818,2.9315,334,120,243,38,0.1537,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.49,fixed,0.130
1097,40,0.8208,0.9123,0.8690,2.8715,356,48,53,36,0.0472,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.242
1098,40,0.8386,0.9134,0.8744,2.8966,264,296,99,10,0.0229,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.151
1099,40,0.8428,0.8760,0.8703,2.8514,500,48,230,12,0.0163,9,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.88,fixed,0.177
1100,40,0.8277,0.9233,0.8653,2.8876,490,83,296,30,0.1165,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.074
1101,40,0.8199,0.9055,0.8680,2.8613,500,72,48,32,0.0716,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.45,adaptive,0.050
1102,40,0.8334,0.9010,0.8722,2.8740,430,83,280,14,0.0716,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.45,adaptive,0.076
1103,40,0.8098,0.9345,0.8705,2.8888,69,141,219,14,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.84,fixed,0.101
1104,40,0.8326,0.9012,0.8712,2.8723,184,239,78,10,0.0642,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.151
1105,40,0.8336,0.9449,0.8687,2.9231,238,72,98,14,0.0139,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.57,adaptive,0.075
1106,40,0.8507,0.9234,0.8653,2.9106,500,51,134,24,0.0444,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.057
1107,40,0.8484,0.9201,0.8683,2.9076,258,141,197,43,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.061
1108,40,0.8344,0.9158,0.8726,2.8931,356,282,207,31,0.2378,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.45,adaptive,0.074
1109,40,0.8438,0.9606,0.8857,2.9709,500,146,153,11,0.1206,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.164
1110,40,0.8414,0.9396,0.8885,2.9463,184,120,252,26,0.0867,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.49,adaptive,0.151
1111,40,0.8422,0.9377,0.8800,2.9354,163,176,48,10,0.0634,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.39,fixed,0.151
1112,40,0.8506,0.9275,0.8744,2.9254,334,194,257,12,0.0641,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.130
1113,40,0.8187,0.9356,0.8737,2.9024,185,140,64,49,0.0139,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.061
1114,40,0.8258,0.9314,0.8669,2.8972,116,85,222,12,0.0641,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.12,adaptive,0.134
1115,40,0.7985,0.9067,0.8752,2.8493,500,230,230,41,0.0880,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.14,adaptive,0.057
1116,40,0.8437,0.9330,0.8684,2.9186,428,67,264,10,0.0914,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.83,fixed,0.089
1117,40,0.7693,0.9188,0.8549,2.8123,358,230,230,10,0.2362,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.44,fixed,0.190
1118,40,0.8338,0.8959,0.8826,2.8798,188,146,243,17,0.0319,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.64,adaptive,0.151
1119,40,0.8484,0.9422,0.8800,2.9470,238,175,207,12,0.0328,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.74,adaptive,0.130
1120,41,0.8182,0.8972,0.8691,2.8508,396,146,64,30,0.0785,3,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.11,fixed,0.130
1121,41,0.8490,0.9177,0.8684,2.9055,238,141,39,12,0.0641,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,fixed,0.225
1122,41,0.8441,0.9389,0.8840,2.9431,238,237,58,31,0.1244,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
1123,41,0.8434,0.9385,0.8817,2.9394,69,205,178,39,0.1374,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.69,fixed,0.195
1124,41,0.8438,0.9601,0.8866,2.9712,238,146,49,17,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.061
1125,41,0.8373,0.9370,0.8779,2.9274,356,146,97,20,0.0660,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.84,fixed,0.131
1126,41,0.8038,0.9375,0.8719,2.8879,500,169,222,11,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,fixed,0.165
1127,41,0.8307,0.9401,0.8721,2.9180,79,51,25,20,0.1306,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,fixed,0.151
1128,41,0.8434,0.9464,0.8843,2.9518,184,67,72,23,0.1504,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,fixed,0.130
1129,41,0.8417,0.9353,0.8723,2.9236,404,296,239,22,0.0163,3,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.88,adaptive,0.207
1130,41,0.8278,0.8979,0.8743,2.8671,356,175,207,14,0.2347,8,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.78,adaptive,0.130
1131,41,0.8473,0.9281,0.8690,2.9170,411,72,207,22,0.0563,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.17,fixed,0.151
1132,41,0.8147,0.8994,0.8737,2.8551,188,183,243,14,0.0224,10,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,adaptive,0.075
1133,41,0.8433,0.9298,0.8677,2.9135,69,126,222,10,0.2095,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.80,adaptive,0.239
1134,41,0.8400,0.9490,0.8818,2.9487,116,48,54,20,0.0948,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.40,fixed,0.151
1135,41,0.7928,0.9015,0.8736,2.8357,84,242,215,17,0.0163,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.18,adaptive,0.176
1136,41,0.8401,0.9005,0.8737,2.8817,10,194,45,12,0.0641,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,fixed,0.177
1137,41,0.7215,0.8818,0.8406,2.7043,334,194,257,10,0.0224,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.244
1138,41,0.8459,0.9362,0.8802,2.9375,10,194,99,25,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.177
1139,41,0.8457,0.9340,0.8816,2.9362,356,277,207,20,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.54,adaptive,0.074
1140,41,0.8421,0.9610,0.8863,2.9702,356,109,207,20,0.1864,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.083
1141,41,0.8420,0.9576,0.8883,2.9682,401,72,219,22,0.0261,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.054
1142,41,0.8498,0.9313,0.8635,2.9172,500,230,126,32,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.60,adaptive,0.183
1143,41,0.8466,0.9266,0.8688,2.9142,420,72,72,14,0.0407,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.88,fixed,0.219
1144,41,0.8470,0.9228,0.8663,2.9073,255,295,38,24,0.1537,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.54,fixed,0.239
1145,41,0.8428,0.9411,0.8831,2.9436,411,181,72,36,0.0615,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,adaptive,0.101
1146,41,0.8266,0.9219,0.8769,2.8976,110,116,243,44,0.0641,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.71,fixed,0.177
1147,41,0.8097,0.9310,0.8701,2.8839,358,109,217,18,0.1444,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.224
1148,42,0.8369,0.9347,0.8766,2.9227,500,135,291,24,0.1158,3,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.38,adaptive,0.067
1149,42,0.8451,0.9535,0.8825,2.9602,116,83,280,39,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.139
1150,42,0.8542,0.9391,0.8797,2.9488,248,114,281,10,0.1337,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.39,adaptive,0.206
1151,42,0.8440,0.9606,0.8855,2.9708,356,230,207,25,0.1136,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.52,fixed,0.151
1152,42,0.8257,0.9229,0.8686,2.8887,411,245,219,22,0.0615,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.29,fixed,0.054
1153,42,0.8458,0.9409,0.8827,2.9458,500,51,72,24,0.0710,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.057
1154,42,0.8452,0.9328,0.8839,2.9369,238,141,90,14,0.2337,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.061
1155,42,0.8429,0.9614,0.8869,2.9721,356,175,207,20,0.2177,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1156,42,0.8351,0.9400,0.8670,2.9168,186,33,66,14,0.2379,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,adaptive,0.050
1157,42,0.8428,0.9622,0.8843,2.9702,362,83,207,11,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1158,42,0.8340,0.9073,0.8793,2.8900,103,183,243,28,0.0751,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1159,42,0.8484,0.9250,0.8666,2.9116,414,169,48,22,0.1073,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.39,adaptive,0.050
1160,42,0.8318,0.9156,0.8737,2.8915,356,295,207,20,0.1511,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1161,42,0.8534,0.9317,0.8745,2.9335,334,101,12,10,0.0224,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,adaptive,0.151
1162,42,0.8292,0.9501,0.8706,2.9270,264,183,20,10,0.0163,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.53,fixed,0.142
1163,42,0.8322,0.9256,0.8709,2.9009,184,284,72,14,0.0139,8,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,adaptive,0.074
1164,42,0.8404,0.9361,0.8779,2.9295,295,256,96,12,0.0924,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.23,fixed,0.177
1165,42,0.8458,0.9115,0.8633,2.8892,69,205,222,39,0.2095,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.80,adaptive,0.232
1166,42,0.8438,0.8683,0.8727,2.8457,334,194,70,12,0.0147,8,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.76,fixed,0.061
1167,42,0.8322,0.9530,0.8818,2.9458,69,205,291,46,0.1521,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1168,42,0.8335,0.9245,0.8718,2.9018,238,141,197,14,0.1349,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.84,adaptive,0.061
1169,42,0.8434,0.9385,0.8817,2.9394,184,296,91,33,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.59,adaptive,0.074
1170,42,0.8301,0.8676,0.8683,2.8264,378,51,72,24,0.1749,10,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.057
1171,42,0.8387,0.9155,0.8841,2.9098,345,63,266,14,0.0139,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.113
1172,42,0.8415,0.8972,0.8708,2.8759,261,283,257,26,0.0167,5,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.49,adaptive,0.244
1173,42,0.8462,0.9369,0.8720,2.9298,184,296,281,10,0.2149,5,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.41,fixed,0.239
1174,42,0.7652,0.9126,0.8620,2.8085,188,183,243,14,0.2293,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.151
1175,42,0.8436,0.9593,0.8878,2.9714,163,145,207,12,0.0693,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
1176,43,0.7637,0.9135,0.8631,2.8093,475,233,296,20,0.0407,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.238
1177,43,0.8400,0.9547,0.8805,2.9543,442,159,197,41,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,adaptive,0.061
1178,43,0.8431,0.9280,0.8712,2.9149,163,175,164,20,0.0709,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,fixed,0.063
1179,43,0.8381,0.9530,0.8804,2.9502,500,170,102,44,0.2492,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.088
1180,43,0.8437,0.9493,0.8683,2.9379,358,189,230,10,0.0163,5,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.31,adaptive,0.187
1181,43,0.8307,0.9005,0.8697,2.8681,475,120,252,26,0.0707,9,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.63,fixed,0.151
1182,43,0.8466,0.9470,0.8797,2.9507,238,141,249,36,0.2424,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.061
1183,43,0.8429,0.9614,0.8869,2.9721,356,160,207,20,0.2177,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.19,adaptive,0.151
1184,43,0.8492,0.9198,0.8743,2.9147,269,169,207,14,0.1337,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.151
1185,43,0.8263,0.9079,0.8741,2.8773,14,66,243,30,0.2177,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.41,adaptive,0.151
1186,43,0.8445,0.9280,0.8669,2.9117,218,217,185,10,0.0163,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.87,fixed,0.076
1187,43,0.8196,0.9397,0.8780,2.9131,238,83,90,25,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.12,adaptive,0.139
1188,43,0.8460,0.9081,0.8633,2.8854,472,74,96,41,0.0543,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,fixed,0.177
1189,43,0.8151,0.8618,0.8281,2.7601,51,141,207,43,0.1940,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.074
1190,43,0.8422,0.9336,0.8678,2.9171,402,194,157,12,0.0621,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.88,adaptive,0.177
1191,43,0.7202,0.8712,0.8445,2.6946,500,114,55,10,0.0603,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,adaptive,0.250
1192,43,0.8326,0.9418,0.8687,2.9183,22,230,72,10,0.0163,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.54,adaptive,0.239
1193,43,0.8414,0.9547,0.8825,2.9579,452,230,279,39,0.0072,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.101
1194,43,0.8455,0.9304,0.8664,2.9151,163,169,207,37,0.0716,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.39,adaptive,0.151
1195,43,0.8229,0.9163,0.8718,2.8814,238,51,72,34,0.0512,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.162
1196,43,0.8472,0.9229,0.8661,2.9074,163,156,52,28,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.71,fixed,0.151
1197,43,0.8411,0.9539,0.8840,2.9581,110,146,243,39,0.0319,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.151
1198,43,0.8042,0.9209,0.8704,2.8667,127,104,63,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.165
1199,43,0.8432,0.9411,0.8833,2.9441,86,296,113,38,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.151
1200,43,0.8501,0.9539,0.8725,2.9545,334,194,257,10,0.0224,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.67,fixed,0.151
1201,43,0.8400,0.9129,0.8599,2.8813,362,277,88,25,0.0224,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.244
1202,43,0.8320,0.8515,0.8719,2.8129,238,266,197,48,0.0716,8,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.25,fixed,0.151
1203,43,0.8379,0.9271,0.8705,2.9079,362,194,240,28,0.0641,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.30,fixed,0.177
1204,44,0.8385,0.9413,0.8817,2.9379,188,183,197,47,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.58,fixed,0.061
1205,44,0.8478,0.9442,0.8811,2.9500,362,83,207,11,0.0947,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.75,adaptive,0.151
1206,44,0.8420,0.9215,0.8658,2.9001,188,256,243,14,0.1155,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,fixed,0.155
1207,44,0.8464,0.9329,0.8814,2.9355,69,43,281,15,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.112
1208,44,0.8244,0.9340,0.8724,2.9049,436,225,207,14,0.1922,4,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.45,adaptive,0.165
1209,44,0.8418,0.9390,0.8804,2.9371,163,72,155,10,0.1337,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.39,fixed,0.212
1210,44,0.8316,0.9413,0.8807,2.9298,188,183,243,38,0.1155,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.43,adaptive,0.151
1211,44,0.8400,0.9258,0.8629,2.9002,184,50,203,31,0.0139,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.83,adaptive,0.201
1212,44,0.7942,0.9247,0.8676,2.8583,399,141,153,46,0.0706,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.65,adaptive,0.222
1213,44,0.8424,0.9436,0.8836,2.9466,53,72,99,14,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.130
1214,44,0.8460,0.9280,0.8682,2.9146,434,103,61,14,0.2337,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,adaptive,0.061
1215,44,0.8400,0.9373,0.8744,2.9267,226,175,257,12,0.0224,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,adaptive,0.151
1216,44,0.8485,0.9428,0.8805,2.9484,173,194,226,12,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.59,fixed,0.151
1217,44,0.8395,0.9343,0.8785,2.9270,356,194,207,20,0.0224,3,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.75,adaptive,0.074
1218,44,0.8370,0.9244,0.8718,2.9053,163,81,207,12,0.0641,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.45,fixed,0.151
1219,44,0.8424,0.9212,0.8689,2.9037,401,72,171,12,0.0261,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.45,fixed,0.054
1220,44,0.8375,0.9285,0.8686,2.9072,184,114,281,10,0.1343,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.35,adaptive,0.189
