trial,gen,CR,Faith,AR,W-Score,bm25_k,vec_k,rrf_k,rerank_k,thresh,fk,reranker,reranker_type,fusion,alpha,mode,adapt_thresh
880,32,0.8352,0.9518,0.8802,2.9456,376,187,26,19,0.0372,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.177
881,32,0.8025,0.9177,0.8696,2.8603,457,11,150,15,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.39,adaptive,0.177
882,32,0.8328,0.9221,0.8706,2.8969,500,296,57,49,0.0554,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.54,adaptive,0.239
883,32,0.8430,0.9619,0.8829,2.9685,117,63,79,18,0.2073,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.164
884,32,0.8433,0.9604,0.8839,2.9681,192,225,207,10,0.1912,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
885,32,0.8229,0.9154,0.8716,2.8800,500,230,230,40,0.1514,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,adaptive,0.060
886,32,0.7672,0.9090,0.8547,2.7981,334,225,257,20,0.0224,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.47,adaptive,0.244
887,32,0.8371,0.9443,0.8728,2.9303,117,21,80,14,0.0334,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.80,fixed,0.177
888,32,0.8226,0.9105,0.8699,2.8720,482,230,139,30,0.0912,10,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.81,fixed,0.220
889,32,0.8353,0.9260,0.8699,2.9034,472,115,96,12,0.1995,10,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.130
890,32,0.8441,0.9379,0.8819,2.9396,376,147,26,24,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.74,fixed,0.177
891,32,0.8338,0.9138,0.8739,2.8917,356,147,255,24,0.1018,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.46,adaptive,0.177
892,32,0.8181,0.8577,0.8659,2.7999,69,147,296,39,0.2095,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.39,adaptive,0.101
893,32,0.8359,0.9247,0.8756,2.9087,321,147,26,17,0.1624,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.159
894,32,0.8437,0.9225,0.8661,2.9034,184,69,72,10,0.0163,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.83,adaptive,0.151
895,32,0.8406,0.8957,0.8768,2.8799,361,51,72,10,0.0163,10,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.82,adaptive,0.155
896,33,0.8394,0.9205,0.8836,2.9160,500,215,281,20,0.1144,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.147
897,33,0.8215,0.9312,0.8788,2.9056,347,21,98,50,0.0211,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.81,adaptive,0.147
898,33,0.7919,0.8542,0.8709,2.7749,117,147,79,19,0.0372,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.39,adaptive,0.177
899,33,0.8294,0.9446,0.8818,2.9328,85,169,26,39,0.1521,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.147
900,33,0.8471,0.9519,0.8803,2.9577,369,247,80,41,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.165
901,33,0.8288,0.9357,0.8725,2.9113,411,120,109,24,0.1537,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,adaptive,0.074
902,33,0.8417,0.9532,0.8814,2.9550,170,225,207,43,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.205
903,33,0.8507,0.9234,0.8653,2.9106,426,62,281,27,0.0372,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.89,fixed,0.130
904,33,0.8365,0.9339,0.8732,2.9177,113,72,72,10,0.0615,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.68,adaptive,0.151
905,33,0.8422,0.9336,0.8678,2.9171,466,163,99,12,0.0641,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.89,fixed,0.177
906,33,0.8366,0.9344,0.8719,2.9170,184,169,45,10,0.0792,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.44,adaptive,0.151
907,33,0.8337,0.8979,0.8840,2.8835,110,146,243,17,0.0319,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.151
908,33,0.7744,0.9033,0.8618,2.8064,117,114,281,49,0.1833,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,fixed,0.088
909,33,0.8422,0.9407,0.8808,2.9399,337,247,98,35,0.0211,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.52,fixed,0.130
910,33,0.8260,0.9238,0.8734,2.8953,356,225,207,14,0.0372,5,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.89,adaptive,0.130
911,33,0.8384,0.9122,0.8755,2.8960,224,147,90,10,0.1418,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,fixed,0.239
912,33,0.8438,0.9601,0.8866,2.9712,500,146,224,17,0.0319,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.151
913,33,0.8447,0.9477,0.8798,2.9497,15,170,26,40,0.1238,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,fixed,0.130
914,33,0.8027,0.9333,0.8629,2.8718,117,296,79,14,0.2073,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.50,fixed,0.151
915,33,0.8486,0.9294,0.8763,2.9277,184,169,233,14,0.0202,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.56,adaptive,0.130
916,33,0.8450,0.9626,0.8835,2.9719,184,63,72,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
917,33,0.8326,0.9318,0.8742,2.9123,117,72,25,44,0.0339,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.13,adaptive,0.164
918,33,0.8486,0.9294,0.8763,2.9277,230,230,96,14,0.1110,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.56,fixed,0.164
919,33,0.8465,0.9390,0.8818,2.9432,238,106,101,14,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,adaptive,0.130
920,33,0.8459,0.9345,0.8777,2.9327,58,194,257,12,0.0224,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.244
921,33,0.8355,0.8677,0.8656,2.8288,468,230,280,11,0.0163,7,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.60,fixed,0.074
922,33,0.8399,0.9017,0.8653,2.8738,468,109,296,39,0.2095,6,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.83,adaptive,0.172
923,33,0.8364,0.9030,0.8678,2.8746,110,169,82,17,0.0319,5,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,fixed,0.239
924,34,0.8461,0.9463,0.8791,2.9487,10,205,222,39,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.165
925,34,0.8246,0.9045,0.8673,2.8640,17,63,290,14,0.0372,5,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.88,adaptive,0.237
926,34,0.8300,0.9016,0.8733,2.8727,10,194,230,33,0.0359,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.44,fixed,0.239
927,34,0.8479,0.9285,0.8637,2.9121,334,266,72,24,0.1537,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.26,adaptive,0.130
928,34,0.8433,0.9604,0.8852,2.9694,500,146,274,11,0.1624,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,fixed,0.151
929,34,0.8479,0.9205,0.8664,2.9055,157,147,63,41,0.1212,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.39,adaptive,0.177
930,34,0.8237,0.9172,0.8670,2.8780,334,271,80,29,0.0412,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.72,fixed,0.177
931,34,0.8436,0.9285,0.8604,2.9043,218,174,96,14,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,adaptive,0.130
932,34,0.8434,0.9417,0.8735,2.9342,184,16,98,10,0.0134,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.81,adaptive,0.147
933,34,0.8008,0.9227,0.8665,2.8613,468,194,99,11,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.177
934,34,0.8461,0.9137,0.8648,2.8938,75,282,96,39,0.2095,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.64,fixed,0.165
935,34,0.8443,0.9608,0.8861,2.9720,188,225,207,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
936,34,0.8326,0.9205,0.8732,2.8977,479,271,80,14,0.0372,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.71,fixed,0.177
937,34,0.8441,0.9509,0.8713,2.9436,41,114,122,14,0.0372,4,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.34,adaptive,0.247
938,34,0.8331,0.8887,0.8686,2.8550,500,114,197,10,0.0163,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.74,fixed,0.239
939,34,0.8458,0.9115,0.8633,2.8892,500,136,48,45,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.84,adaptive,0.129
940,34,0.8478,0.9265,0.8668,2.9131,117,256,80,34,0.0372,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.48,fixed,0.130
941,34,0.8383,0.9161,0.8831,2.9090,92,113,281,14,0.0256,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.167
942,34,0.8439,0.9348,0.8844,2.9385,444,147,26,17,0.0422,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.177
943,34,0.8185,0.9140,0.8728,2.8754,69,183,98,39,0.0211,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.44,adaptive,0.101
944,34,0.8420,0.9215,0.8658,2.9001,117,271,214,14,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.43,fixed,0.177
945,34,0.8039,0.9179,0.8713,2.8637,479,156,12,14,0.1745,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.71,fixed,0.124
946,34,0.8457,0.9164,0.8693,2.9016,490,132,281,24,0.1624,3,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.79,adaptive,0.141
947,34,0.8274,0.9044,0.8725,2.8725,117,148,207,20,0.0996,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.66,fixed,0.074
948,34,0.8044,0.9300,0.8719,2.8795,347,63,98,13,0.2073,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.16,fixed,0.164
949,34,0.8438,0.9603,0.8870,2.9719,279,131,280,14,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.074
950,34,0.8427,0.9419,0.8844,2.9458,356,109,250,32,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.153
951,34,0.8454,0.9370,0.8813,2.9392,117,94,79,29,0.2073,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.130
952,35,0.8422,0.9377,0.8800,2.9354,69,169,236,10,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.37,adaptive,0.151
953,35,0.8415,0.9413,0.8872,2.9469,500,297,281,29,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,fixed,0.130
954,35,0.8193,0.9293,0.8782,2.9005,117,63,79,39,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.24,adaptive,0.164
955,35,0.8305,0.9177,0.8810,2.9008,117,269,257,18,0.0224,6,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.060
956,35,0.8478,0.9265,0.8668,2.9131,69,194,222,39,0.0287,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.244
957,35,0.8470,0.9228,0.8663,2.9073,468,63,280,24,0.1306,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.136
958,35,0.8431,0.9609,0.8839,2.9684,356,225,207,11,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.71,adaptive,0.074
959,35,0.8391,0.9558,0.8728,2.9460,448,135,165,14,0.0372,6,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.89,adaptive,0.152
960,35,0.8468,0.9413,0.8819,2.9465,238,141,99,14,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,adaptive,0.130
961,35,0.8438,0.9603,0.8870,2.9719,184,146,51,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.166
962,35,0.8440,0.9606,0.8855,2.9708,148,225,207,21,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.131
963,35,0.8465,0.9390,0.8818,2.9432,500,106,101,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,fixed,0.130
964,35,0.8449,0.9328,0.8825,2.9351,188,106,101,14,0.0429,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.102
965,35,0.8434,0.9609,0.8841,2.9690,500,169,102,11,0.1624,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.164
966,35,0.8449,0.9328,0.8825,2.9351,500,35,230,14,0.0793,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.44,fixed,0.239
967,35,0.8363,0.9230,0.8721,2.9033,174,176,72,47,0.1306,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.87,adaptive,0.057
968,35,0.8292,0.9223,0.8705,2.8936,273,230,155,10,0.0681,6,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.53,fixed,0.130
969,35,0.7691,0.9113,0.8589,2.8074,279,165,128,16,0.2445,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.101
970,35,0.8459,0.9362,0.8802,2.9375,347,169,185,19,0.0211,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.159
971,35,0.8440,0.9606,0.8855,2.9708,500,212,224,17,0.1312,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.151
972,35,0.8047,0.9100,0.8628,2.8458,496,187,72,10,0.0163,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.44,adaptive,0.206
973,35,0.8430,0.9604,0.8837,2.9676,356,225,150,10,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.118
974,35,0.8439,0.9542,0.8827,2.9599,407,63,79,10,0.0600,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,adaptive,0.151
975,35,0.8440,0.9597,0.8836,2.9676,411,156,85,10,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.180
976,35,0.8347,0.9240,0.8755,2.9065,279,131,158,14,0.0716,6,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.89,fixed,0.074
977,35,0.8463,0.9245,0.8704,2.9130,500,63,230,45,0.2073,3,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,adaptive,0.164
978,35,0.8429,0.9614,0.8869,2.9721,356,175,207,20,0.2177,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.151
979,35,0.7909,0.9135,0.8697,2.8438,296,271,218,25,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.30,adaptive,0.177
980,36,0.7645,0.9070,0.8606,2.7995,69,109,296,49,0.2095,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,adaptive,0.229
981,36,0.8496,0.9427,0.8683,2.9359,500,291,230,10,0.1136,3,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.36,fixed,0.239
982,36,0.7989,0.9294,0.8752,2.8770,279,131,280,31,0.1735,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,fixed,0.105
983,36,0.8482,0.9282,0.8656,2.9141,500,169,72,40,0.1306,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.88,fixed,0.113
984,36,0.8418,0.9522,0.8850,2.9579,411,72,230,30,0.0615,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,fixed,0.245
985,36,0.8066,0.9409,0.8684,2.8909,211,139,177,10,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.44,adaptive,0.193
986,36,0.8453,0.9479,0.8803,2.9511,308,35,80,37,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.169
987,36,0.8478,0.9383,0.8779,2.9394,500,141,225,10,0.0567,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.78,fixed,0.142
988,36,0.8488,0.9491,0.8814,2.9572,116,48,99,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.177
989,36,0.8419,0.9059,0.8795,2.8964,478,72,31,22,0.1624,3,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.147
990,36,0.8333,0.9306,0.8826,2.9209,479,230,111,14,0.0163,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.71,adaptive,0.130
991,36,0.8474,0.9165,0.8742,2.9088,479,230,155,14,0.0163,3,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.44,adaptive,0.245
992,36,0.8425,0.9604,0.8828,2.9660,69,296,287,10,0.2010,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.151
993,36,0.8470,0.9228,0.8663,2.9073,128,230,29,22,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.44,adaptive,0.239
994,36,0.8275,0.8928,0.8752,2.8615,140,157,236,20,0.2153,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.113
995,36,0.8311,0.9420,0.8818,2.9315,356,27,207,38,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.239
996,36,0.8367,0.9423,0.8819,2.9375,350,232,207,17,0.0319,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.68,adaptive,0.151
997,36,0.8353,0.9349,0.8752,2.9199,350,169,281,50,0.1624,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,fixed,0.081
998,36,0.8428,0.9328,0.8672,2.9161,334,228,257,33,0.0224,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,fixed,0.244
999,36,0.8425,0.9449,0.8875,2.9527,294,72,85,22,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.59,adaptive,0.050
1000,36,0.8492,0.9198,0.8743,2.9147,69,225,193,14,0.1321,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.45,adaptive,0.165
1001,36,0.8481,0.9022,0.8685,2.8860,334,194,230,10,0.0224,4,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.44,fixed,0.244
1002,36,0.8426,0.9617,0.8842,2.9693,500,114,281,10,0.0615,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.35,fixed,0.192
1003,36,0.8358,0.9286,0.8741,2.9116,117,175,207,20,0.2177,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.71,adaptive,0.151
1004,36,0.8351,0.9420,0.8791,2.9325,65,197,252,14,0.0139,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.13,adaptive,0.151
1005,36,0.8476,0.9262,0.8644,2.9099,323,33,80,14,0.1116,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.88,fixed,0.177
1006,36,0.8497,0.9105,0.8661,2.8950,153,169,48,14,0.1386,3,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.89,adaptive,0.151
1007,36,0.8435,0.9605,0.8825,2.9668,61,194,99,12,0.0642,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1008,37,0.8425,0.9449,0.8875,2.9527,500,72,98,22,0.0407,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.050
1009,37,0.8105,0.9270,0.8724,2.8825,184,146,51,31,0.1195,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.19,fixed,0.244
1010,37,0.8084,0.9206,0.8678,2.8676,500,296,199,45,0.0163,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.41,adaptive,0.151
1011,37,0.8429,0.9363,0.8786,2.9330,184,146,284,11,0.0716,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.074
1012,37,0.8461,0.9348,0.8824,2.9385,358,63,72,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.151
1013,37,0.8538,0.9405,0.8767,2.9468,472,109,96,14,0.0139,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.90,fixed,0.103
1014,37,0.8367,0.9194,0.8644,2.8909,334,91,296,39,0.2330,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.80,adaptive,0.245
1015,37,0.8422,0.9377,0.8800,2.9354,489,169,48,10,0.0210,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.44,adaptive,0.101
1016,37,0.8506,0.9395,0.8730,2.9383,73,230,230,10,0.1537,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.13,adaptive,0.232
1017,37,0.8350,0.9229,0.8808,2.9114,225,146,21,14,0.0139,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,adaptive,0.166
1018,37,0.7907,0.8956,0.8650,2.8169,240,72,98,22,0.0407,10,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.80,adaptive,0.178
1019,37,0.8542,0.9391,0.8797,2.9488,163,169,48,10,0.1337,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.39,adaptive,0.151
1020,37,0.7909,0.8853,0.8673,2.8072,500,149,80,24,0.1722,7,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.164
1021,37,0.8454,0.9370,0.8813,2.9392,10,72,218,20,0.0823,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,adaptive,0.058
1022,37,0.8335,0.9524,0.8818,2.9463,110,183,263,46,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.44,adaptive,0.151
1023,37,0.8378,0.9464,0.8721,2.9328,10,140,102,11,0.1624,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.88,adaptive,0.225
1024,37,0.8466,0.9463,0.8794,2.9495,129,131,280,32,0.0522,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.138
1025,37,0.8371,0.8950,0.8622,2.8596,184,169,109,10,0.0163,6,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.44,fixed,0.177
1026,37,0.8438,0.9601,0.8866,2.9712,101,146,64,17,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.061
1027,37,0.8397,0.9202,0.8703,2.9012,117,271,181,11,0.1624,9,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.11,fixed,0.164
1028,37,0.8503,0.9299,0.8766,2.9304,34,230,176,10,0.2058,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.58,adaptive,0.105
1029,37,0.8413,0.9308,0.8822,2.9287,23,72,98,22,0.0615,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.56,fixed,0.050
1030,37,0.8008,0.9344,0.8766,2.8863,374,131,280,14,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.89,adaptive,0.185
1031,37,0.8444,0.9379,0.8821,2.9401,117,69,80,24,0.1537,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.64,fixed,0.130
1032,37,0.7796,0.8928,0.8649,2.8024,294,259,257,49,0.0224,4,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.176
1033,37,0.8378,0.9195,0.8606,2.8879,116,63,40,43,0.0641,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.70,fixed,0.177
1034,37,0.8525,0.9316,0.8765,2.9345,500,230,257,12,0.0163,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.44,adaptive,0.244
1035,37,0.8473,0.9356,0.8737,2.9311,184,101,257,10,0.0642,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.87,fixed,0.177
1036,38,0.8379,0.9217,0.8649,2.8952,184,169,48,11,0.0132,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.44,adaptive,0.151
1037,38,0.8027,0.9218,0.8725,2.8685,96,194,257,17,0.0627,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.22,adaptive,0.202
1038,38,0.8340,0.9128,0.8751,2.8920,163,296,85,10,0.1337,6,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.079
1039,38,0.8438,0.9603,0.8870,2.9719,238,141,197,14,0.0139,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.84,fixed,0.061
1040,38,0.8118,0.9387,0.8712,2.8965,184,208,72,14,0.1505,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,adaptive,0.201
1041,38,0.8225,0.8951,0.8712,2.8549,184,101,100,39,0.1148,5,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.34,fixed,0.101
1042,38,0.8441,0.9379,0.8819,2.9396,358,113,72,33,0.0668,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.83,fixed,0.177
1043,38,0.8069,0.9000,0.8633,2.8365,358,63,72,10,0.0163,10,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.18,fixed,0.151
1044,38,0.7696,0.9174,0.8454,2.8005,332,273,243,16,0.2422,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.25,fixed,0.151
1045,38,0.8423,0.9311,0.8786,2.9261,159,37,51,14,0.0641,5,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.88,fixed,0.177
1046,38,0.8423,0.9456,0.8831,2.9484,57,72,58,10,0.0615,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.29,fixed,0.151
1047,38,0.7904,0.8992,0.8646,2.8206,468,113,200,22,0.1366,8,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.187
1048,38,0.8440,0.9597,0.8836,2.9676,184,192,72,10,0.0702,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.83,adaptive,0.151
1049,38,0.8437,0.9330,0.8684,2.9186,29,142,72,10,0.2233,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.88,fixed,0.151
1050,38,0.8441,0.9606,0.8834,2.9684,500,206,99,12,0.0641,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.88,fixed,0.247
